number,name,base_name,form_name,primary_type,secondary_type,total,hp,attack,defense,sp_atk,sp_def,speed,link,sprite_url
0338,Solrock,Solrock,,Rock,Psychic,460,90,95,85,55,65,70,https://pokemondb.net/pokedex/solrock,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/solrock.avif
0339,Barboach,Barboach,,Water,Ground,288,50,48,43,46,41,60,https://pokemondb.net/pokedex/barboach,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/barboach.avif
0340,Whiscash,Whiscash,,Water,Ground,468,110,78,73,76,71,60,https://pokemondb.net/pokedex/whiscash,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/whiscash.avif
0341,Corphish,Corphish,,Water,,308,43,80,65,50,35,35,https://pokemondb.net/pokedex/corphish,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/corphish.avif
0342,Crawdaunt,Crawdaunt,,Water,Dark,468,63,120,85,90,55,55,https://pokemondb.net/pokedex/crawdaunt,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/crawdaunt.avif
0343,Baltoy,Baltoy,,Ground,Psychic,300,40,40,55,40,70,55,https://pokemondb.net/pokedex/baltoy,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/baltoy.avif
0344,Claydol,Claydol,,Ground,Psychic,500,60,70,105,70,120,75,https://pokemondb.net/pokedex/claydol,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/claydol.avif
0345,Lileep,Lileep,,Rock,Grass,355,66,41,77,61,87,23,https://pokemondb.net/pokedex/lileep,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/lileep.avif
0346,Cradily,Cradily,,Rock,Grass,495,86,81,97,81,107,43,https://pokemondb.net/pokedex/cradily,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/cradily.avif
0347,Anorith,Anorith,,Rock,Bug,355,45,95,50,40,50,75,https://pokemondb.net/pokedex/anorith,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/anorith.avif
0348,Armaldo,Armaldo,,Rock,Bug,495,75,125,100,70,80,45,https://pokemondb.net/pokedex/armaldo,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/armaldo.avif
0349,Feebas,Feebas,,Water,,200,20,15,20,10,55,80,https://pokemondb.net/pokedex/feebas,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/feebas.avif
0350,Milotic,Milotic,,Water,,540,95,60,79,100,125,81,https://pokemondb.net/pokedex/milotic,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/milotic.avif
0351,Castform,Castform,,Normal,,420,70,70,70,70,70,70,https://pokemondb.net/pokedex/castform,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/castform.avif
0351,Castform (Sunny Form),Castform,Sunny Form,Fire,,420,70,70,70,70,70,70,https://pokemondb.net/pokedex/castform,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/castform-sunny.avif
0351,Castform (Rainy Form),Castform,Rainy Form,Water,,420,70,70,70,70,70,70,https://pokemondb.net/pokedex/castform,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/castform-rainy.avif
0351,Castform (Snowy Form),Castform,Snowy Form,Ice,,420,70,70,70,70,70,70,https://pokemondb.net/pokedex/castform,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/castform-snowy.avif
0352,Kecleon,Kecleon,,Normal,,440,60,90,70,60,120,40,https://pokemondb.net/pokedex/kecleon,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/kecleon.avif
0353,Shuppet,Shuppet,,Ghost,,295,44,75,35,63,33,45,https://pokemondb.net/pokedex/shuppet,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/shuppet.avif
0354,Banette,Banette,,Ghost,,455,64,115,65,83,63,65,https://pokemondb.net/pokedex/banette,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/banette.avif
0354,Banette (Mega Banette),Banette,Mega Banette,Ghost,,555,64,165,75,93,83,75,https://pokemondb.net/pokedex/banette,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/banette-mega.avif
0355,Duskull,Duskull,,Ghost,,295,20,40,90,30,90,25,https://pokemondb.net/pokedex/duskull,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/duskull.avif
0356,Dusclops,Dusclops,,Ghost,,455,40,70,130,60,130,25,https://pokemondb.net/pokedex/dusclops,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/dusclops.avif
0357,Tropius,Tropius,,Grass,Flying,460,99,68,83,72,87,51,https://pokemondb.net/pokedex/tropius,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/tropius.avif
0358,Chimecho,Chimecho,,Psychic,,455,75,50,80,95,90,65,https://pokemondb.net/pokedex/chimecho,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/chimecho.avif
0359,Absol,Absol,,Dark,,465,65,130,60,75,60,75,https://pokemondb.net/pokedex/absol,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/absol.avif
0359,Absol (Mega Absol),Absol,Mega Absol,Dark,,565,65,150,60,115,60,115,https://pokemondb.net/pokedex/absol,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/absol-mega.avif
0360,Wynaut,Wynaut,,Psychic,,260,95,23,48,23,48,23,https://pokemondb.net/pokedex/wynaut,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/wynaut.avif
0361,Snorunt,Snorunt,,Ice,,300,50,50,50,50,50,50,https://pokemondb.net/pokedex/snorunt,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/snorunt.avif
0362,Glalie,Glalie,,Ice,,480,80,80,80,80,80,80,https://pokemondb.net/pokedex/glalie,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/glalie.avif
0362,Glalie (Mega Glalie),Glalie,Mega Glalie,Ice,,580,80,120,80,120,80,100,https://pokemondb.net/pokedex/glalie,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/glalie-mega.avif
0363,Spheal,Spheal,,Ice,Water,290,70,40,50,55,50,25,https://pokemondb.net/pokedex/spheal,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/spheal.avif
0364,Sealeo,Sealeo,,Ice,Water,410,90,60,70,75,70,45,https://pokemondb.net/pokedex/sealeo,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/sealeo.avif
0365,Walrein,Walrein,,Ice,Water,530,110,80,90,95,90,65,https://pokemondb.net/pokedex/walrein,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/walrein.avif
0366,Clamperl,Clamperl,,Water,,345,35,64,85,74,55,32,https://pokemondb.net/pokedex/clamperl,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/clamperl.avif
0367,Huntail,Huntail,,Water,,485,55,104,105,94,75,52,https://pokemondb.net/pokedex/huntail,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/huntail.avif
0368,Gorebyss,Gorebyss,,Water,,485,55,84,105,114,75,52,https://pokemondb.net/pokedex/gorebyss,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/gorebyss.avif
0369,Relicanth,Relicanth,,Water,Rock,485,100,90,130,45,65,55,https://pokemondb.net/pokedex/relicanth,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/relicanth.avif
0370,Luvdisc,Luvdisc,,Water,,330,43,30,55,40,65,97,https://pokemondb.net/pokedex/luvdisc,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/luvdisc.avif
0371,Bagon,Bagon,,Dragon,,300,45,75,60,40,30,50,https://pokemondb.net/pokedex/bagon,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/bagon.avif
0372,Shelgon,Shelgon,,Dragon,,420,65,95,100,60,50,50,https://pokemondb.net/pokedex/shelgon,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/shelgon.avif
0373,Salamence,Salamence,,Dragon,Flying,600,95,135,80,110,80,100,https://pokemondb.net/pokedex/salamence,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/salamence.avif
0373,Salamence (Mega Salamence),Salamence,Mega Salamence,Dragon,Flying,700,95,145,130,120,90,120,https://pokemondb.net/pokedex/salamence,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/salamence-mega.avif
0374,Beldum,Beldum,,Steel,Psychic,300,40,55,80,35,60,30,https://pokemondb.net/pokedex/beldum,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/beldum.avif
0375,Metang,Metang,,Steel,Psychic,420,60,75,100,55,80,50,https://pokemondb.net/pokedex/metang,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/metang.avif
0376,Metagross,Metagross,,Steel,Psychic,600,80,135,130,95,90,70,https://pokemondb.net/pokedex/metagross,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/metagross.avif
0376,Metagross (Mega Metagross),Metagross,Mega Metagross,Steel,Psychic,700,80,145,150,105,110,110,https://pokemondb.net/pokedex/metagross,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/metagross-mega.avif
0377,Regirock,Regirock,,Rock,,580,80,100,200,50,100,50,https://pokemondb.net/pokedex/regirock,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/regirock.avif
0378,Regice,Regice,,Ice,,580,80,50,100,100,200,50,https://pokemondb.net/pokedex/regice,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/regice.avif
0379,Registeel,Registeel,,Steel,,580,80,75,150,75,150,50,https://pokemondb.net/pokedex/registeel,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/registeel.avif
0380,Latias,Latias,,Dragon,Psychic,600,80,80,90,110,130,110,https://pokemondb.net/pokedex/latias,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/latias.avif
0380,Latias (Mega Latias),Latias,Mega Latias,Dragon,Psychic,700,80,100,120,140,150,110,https://pokemondb.net/pokedex/latias,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/latias-mega.avif
0381,Latios,Latios,,Dragon,Psychic,600,80,90,80,130,110,110,https://pokemondb.net/pokedex/latios,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/latios.avif
0381,Latios (Mega Latios),Latios,Mega Latios,Dragon,Psychic,700,80,130,100,160,120,110,https://pokemondb.net/pokedex/latios,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/latios-mega.avif
0382,Kyogre,Kyogre,,Water,,670,100,100,90,150,140,90,https://pokemondb.net/pokedex/kyogre,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/kyogre.avif
0382,Kyogre (Primal Kyogre),Kyogre,Primal Kyogre,Water,,770,100,150,90,180,160,90,https://pokemondb.net/pokedex/kyogre,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/kyogre-primal.avif
0383,Groudon,Groudon,,Ground,,670,100,150,140,100,90,90,https://pokemondb.net/pokedex/groudon,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/groudon.avif
0383,Groudon (Primal Groudon),Groudon,Primal Groudon,Ground,Fire,770,100,180,160,150,90,90,https://pokemondb.net/pokedex/groudon,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/groudon-primal.avif
0384,Rayquaza,Rayquaza,,Dragon,Flying,680,105,150,90,150,90,95,https://pokemondb.net/pokedex/rayquaza,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/rayquaza.avif
0384,Rayquaza (Mega Rayquaza),Rayquaza,Mega Rayquaza,Dragon,Flying,780,105,180,100,180,100,115,https://pokemondb.net/pokedex/rayquaza,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/rayquaza-mega.avif
0385,Jirachi,Jirachi,,Steel,Psychic,600,100,100,100,100,100,100,https://pokemondb.net/pokedex/jirachi,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/jirachi.avif
0386,Deoxys (Normal Forme),Deoxys,Normal Forme,Psychic,,600,50,150,50,150,50,150,https://pokemondb.net/pokedex/deoxys,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/deoxys-normal.avif
0386,Deoxys (Attack Forme),Deoxys,Attack Forme,Psychic,,600,50,180,20,180,20,150,https://pokemondb.net/pokedex/deoxys,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/deoxys-attack.avif
0386,Deoxys (Defense Forme),Deoxys,Defense Forme,Psychic,,600,50,70,160,70,160,90,https://pokemondb.net/pokedex/deoxys,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/deoxys-defense.avif
0386,Deoxys (Speed Forme),Deoxys,Speed Forme,Psychic,,600,50,95,90,95,90,180,https://pokemondb.net/pokedex/deoxys,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/deoxys-speed.avif
0387,Turtwig,Turtwig,,Grass,,318,55,68,64,45,55,31,https://pokemondb.net/pokedex/turtwig,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/turtwig.avif
0388,Grotle,Grotle,,Grass,,405,75,89,85,55,65,36,https://pokemondb.net/pokedex/grotle,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/grotle.avif
0389,Torterra,Torterra,,Grass,Ground,525,95,109,105,75,85,56,https://pokemondb.net/pokedex/torterra,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/torterra.avif
0390,Chimchar,Chimchar,,Fire,,309,44,58,44,58,44,61,https://pokemondb.net/pokedex/chimchar,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/chimchar.avif
0391,Monferno,Monferno,,Fire,Fighting,405,64,78,52,78,52,81,https://pokemondb.net/pokedex/monferno,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/monferno.avif
0392,Infernape,Infernape,,Fire,Fighting,534,76,104,71,104,71,108,https://pokemondb.net/pokedex/infernape,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/infernape.avif
0393,Piplup,Piplup,,Water,,314,53,51,53,61,56,40,https://pokemondb.net/pokedex/piplup,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/piplup.avif
0394,Prinplup,Prinplup,,Water,,405,64,66,68,81,76,50,https://pokemondb.net/pokedex/prinplup,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/prinplup.avif
0395,Empoleon,Empoleon,,Water,Steel,530,84,86,88,111,101,60,https://pokemondb.net/pokedex/empoleon,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/empoleon.avif
0396,Starly,Starly,,Normal,Flying,245,40,55,30,30,30,60,https://pokemondb.net/pokedex/starly,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/starly.avif
0397,Staravia,Staravia,,Normal,Flying,340,55,75,50,40,40,80,https://pokemondb.net/pokedex/staravia,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/staravia.avif
0398,Staraptor,Staraptor,,Normal,Flying,485,85,120,70,50,60,100,https://pokemondb.net/pokedex/staraptor,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/staraptor.avif
0399,Bidoof,Bidoof,,Normal,,250,59,45,40,35,40,31,https://pokemondb.net/pokedex/bidoof,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/bidoof.avif
0400,Bibarel,Bibarel,,Normal,Water,410,79,85,60,55,60,71,https://pokemondb.net/pokedex/bibarel,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/bibarel.avif
0401,Kricketot,Kricketot,,Bug,,194,37,25,41,25,41,25,https://pokemondb.net/pokedex/kricketot,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/kricketot.avif
0402,Kricketune,Kricketune,,Bug,,384,77,85,51,55,51,65,https://pokemondb.net/pokedex/kricketune,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/kricketune.avif
0403,Shinx,Shinx,,Electric,,263,45,65,34,40,34,45,https://pokemondb.net/pokedex/shinx,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/shinx.avif
0404,Luxio,Luxio,,Electric,,363,60,85,49,60,49,60,https://pokemondb.net/pokedex/luxio,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/luxio.avif
0405,Luxray,Luxray,,Electric,,523,80,120,79,95,79,70,https://pokemondb.net/pokedex/luxray,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/luxray.avif
0406,Budew,Budew,,Grass,Poison,280,40,30,35,50,70,55,https://pokemondb.net/pokedex/budew,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/budew.avif
0407,Roserade,Roserade,,Grass,Poison,515,60,70,65,125,105,90,https://pokemondb.net/pokedex/roserade,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/roserade.avif
0408,Cranidos,Cranidos,,Rock,,350,67,125,40,30,30,58,https://pokemondb.net/pokedex/cranidos,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/cranidos.avif
0409,Rampardos,Rampardos,,Rock,,495,97,165,60,65,50,58,https://pokemondb.net/pokedex/rampardos,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/rampardos.avif
0410,Shieldon,Shieldon,,Rock,Steel,350,30,42,118,42,88,30,https://pokemondb.net/pokedex/shieldon,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/shieldon.avif
0411,Bastiodon,Bastiodon,,Rock,Steel,495,60,52,168,47,138,30,https://pokemondb.net/pokedex/bastiodon,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/bastiodon.avif
0412,Burmy (Plant Cloak),Burmy,Plant Cloak,Bug,,224,40,29,45,29,45,36,https://pokemondb.net/pokedex/burmy,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/burmy-plant.avif
0412,Burmy (Sandy Cloak),Burmy,Sandy Cloak,Bug,,224,40,29,45,29,45,36,https://pokemondb.net/pokedex/burmy,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/burmy-sandy.avif
0412,Burmy (Trash Cloak),Burmy,Trash Cloak,Bug,,224,40,29,45,29,45,36,https://pokemondb.net/pokedex/burmy,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/burmy-trash.avif
0413,Wormadam (Plant Cloak),Wormadam,Plant Cloak,Bug,Grass,424,60,59,85,79,105,36,https://pokemondb.net/pokedex/wormadam,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/wormadam-plant.avif
0413,Wormadam (Sandy Cloak),Wormadam,Sandy Cloak,Bug,Ground,424,60,79,105,59,85,36,https://pokemondb.net/pokedex/wormadam,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/wormadam-sandy.avif
0413,Wormadam (Trash Cloak),Wormadam,Trash Cloak,Bug,Steel,424,60,69,95,69,95,36,https://pokemondb.net/pokedex/wormadam,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/wormadam-trash.avif
0414,Mothim,Mothim,,Bug,Flying,424,70,94,50,94,50,66,https://pokemondb.net/pokedex/mothim,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/mothim.avif
0415,Combee,Combee,,Bug,Flying,244,30,30,42,30,42,70,https://pokemondb.net/pokedex/combee,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/combee.avif
0416,Vespiquen,Vespiquen,,Bug,Flying,474,70,80,102,80,102,40,https://pokemondb.net/pokedex/vespiquen,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/vespiquen.avif
0417,Pachirisu,Pachirisu,,Electric,,405,60,45,70,45,90,95,https://pokemondb.net/pokedex/pachirisu,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/pachirisu.avif
0418,Buizel,Buizel,,Water,,330,55,65,35,60,30,85,https://pokemondb.net/pokedex/buizel,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/buizel.avif
0419,Floatzel,Floatzel,,Water,,495,85,105,55,85,50,115,https://pokemondb.net/pokedex/floatzel,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/floatzel.avif
0420,Cherubi,Cherubi,,Grass,,275,45,35,45,62,53,35,https://pokemondb.net/pokedex/cherubi,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/cherubi.avif
0421,Cherrim,Cherrim,,Grass,,450,70,60,70,87,78,85,https://pokemondb.net/pokedex/cherrim,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/cherrim.avif
0422,Shellos,Shellos,,Water,,325,76,48,48,57,62,34,https://pokemondb.net/pokedex/shellos,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/shellos.avif
0423,Gastrodon,Gastrodon,,Water,Ground,475,111,83,68,92,82,39,https://pokemondb.net/pokedex/gastrodon,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/gastrodon.avif
0424,Ambipom,Ambipom,,Normal,,482,75,100,66,60,66,115,https://pokemondb.net/pokedex/ambipom,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/ambipom.avif
0425,Drifloon,Drifloon,,Ghost,Flying,348,90,50,34,60,44,70,https://pokemondb.net/pokedex/drifloon,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/drifloon.avif
0426,Drifblim,Drifblim,,Ghost,Flying,498,150,80,44,90,54,80,https://pokemondb.net/pokedex/drifblim,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/drifblim.avif
0427,Buneary,Buneary,,Normal,,350,55,66,44,44,56,85,https://pokemondb.net/pokedex/buneary,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/buneary.avif
0428,Lopunny,Lopunny,,Normal,,480,65,76,84,54,96,105,https://pokemondb.net/pokedex/lopunny,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/lopunny.avif
0428,Lopunny (Mega Lopunny),Lopunny,Mega Lopunny,Normal,Fighting,580,65,136,94,54,96,135,https://pokemondb.net/pokedex/lopunny,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/lopunny-mega.avif
0429,Mismagius,Mismagius,,Ghost,,495,60,60,60,105,105,105,https://pokemondb.net/pokedex/mismagius,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/mismagius.avif
0430,Honchkrow,Honchkrow,,Dark,Flying,505,100,125,52,105,52,71,https://pokemondb.net/pokedex/honchkrow,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/honchkrow.avif
0431,Glameow,Glameow,,Normal,,310,49,55,42,42,37,85,https://pokemondb.net/pokedex/glameow,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/glameow.avif
0432,Purugly,Purugly,,Normal,,452,71,82,64,64,59,112,https://pokemondb.net/pokedex/purugly,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/purugly.avif
0433,Chingling,Chingling,,Psychic,,285,45,30,50,65,50,45,https://pokemondb.net/pokedex/chingling,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/chingling.avif
0434,Stunky,Stunky,,Poison,Dark,329,63,63,47,41,41,74,https://pokemondb.net/pokedex/stunky,https://img.pokemondb.net/sprites/scarlet-violet/icon/avif/stunky.avif
