name,category,effect,sprite_url
Magost Berry,Berries,A Berry which is very rare in the Unova region. A maniac will buy it for a high price.,https://img.pokemondb.net/sprites/items/magost-berry.png
Makuhita Sweat,General items,"Material obtained after defeating/catching Makuhita, used in TM crafting.",https://img.pokemondb.net/s.png
Malicious Armor,General items,Evolves Charcadet into Ceruledge.,https://img.pokemondb.net/s.png
Manectite,Hold items,Enables Manectric to Mega Evolve during battle.,https://img.pokemondb.net/sprites/items/manectite.png
Mankey Fur,General items,"Material obtained after defeating/catching Mankey, used in TM crafting.",https://img.pokemondb.net/s.png
Maranga Berry,Berries,"If held by a Pokémon, this Berry will increase the holder's Sp. Def if it's hit with a special move.",https://img.pokemondb.net/sprites/items/maranga-berry.png
Marble,General items,,https://img.pokemondb.net/s.png
Mareanie Spike,General items,"Material obtained after defeating/catching Mareanie, used in TM crafting.",https://img.pokemondb.net/s.png
Mareep Wool,General items,"Material obtained after defeating/catching Mareep, used in TM crafting.",https://img.pokemondb.net/s.png
Marill Ball,,A Marill-themed ball. It’s soft and springy. Make sure you haven’t mistaken a real Marill for this ball before throwing.,https://img.pokemondb.net/s.png
Marmalade,,"A condiment with sour and bitter notes. It’s surprisingly useful, as it makes a nice counterpoint to oilier foods.",https://img.pokemondb.net/s.png
Marsh Balm,General items,,https://img.pokemondb.net/s.png
Marshadium Z,Hold items,"Allows Marshadow to upgrade Spectral Thief to a Z-Move, Soul-Stealing 7-Star Strike.",https://img.pokemondb.net/sprites/items/marshadium-z.png
Maschiff Fang,General items,"Material obtained after defeating/catching Maschiff, used in TM crafting.",https://img.pokemondb.net/s.png
Master Ball,Pokeballs,Catches any wild Pokémon without fail.,https://img.pokemondb.net/sprites/items/master-ball.png
Masterpiece Teacup,General items,Evolves Poltchageist (Masterpiece) into Sinistcha (Masterpiece).,https://img.pokemondb.net/s.png
Mawilite,Hold items,Enables Mawile to Mega Evolve during battle.,https://img.pokemondb.net/sprites/items/mawilite.png
Max Elixir,Medicine,Fully restores PP to all moves of a Pokémon.,https://img.pokemondb.net/sprites/items/max-elixir.png
Max Ether,Medicine,Fully restores PP to one move of a Pokémon.,https://img.pokemondb.net/sprites/items/max-ether.png
Max Honey,General items,,https://img.pokemondb.net/s.png
Max Lure,General items,Attracts Pokémon in the wild.,https://img.pokemondb.net/s.png
Max Mushrooms,General items,,https://img.pokemondb.net/s.png
Max Potion,Medicine,Fully restores HP.,https://img.pokemondb.net/sprites/items/max-potion.png
Max Repel,General items,An item that prevents weak wild Pokémon from appearing for 250 steps after its use.,https://img.pokemondb.net/sprites/items/max-repel.png
Max Revive,Medicine,"Revives a fainted Pokémon, fully restoring its HP.",https://img.pokemondb.net/sprites/items/max-revive.png
Mayonnaise,,A condiment that packs a very tart punch yet pairs well with various ingredients.,https://img.pokemondb.net/s.png
Meadow Plate,Hold items,Increases power of Grass-type moves. Changes Arceus' type to Grass.,https://img.pokemondb.net/sprites/items/meadow-plate.png
Medichamite,Hold items,Enables Medicham to Mega Evolve during battle.,https://img.pokemondb.net/sprites/items/medichamite.png
Medicinal Leek,General items,,https://img.pokemondb.net/s.png
Meditite Sweat,General items,"Material obtained after defeating/catching Meditite, used in TM crafting.",https://img.pokemondb.net/s.png
Mental Herb,Hold items,An item to be held by a Pokémon. It snaps the holder out of infatuation. It can be used only once.,https://img.pokemondb.net/sprites/items/mental-herb.png
Meowth Fur,General items,"Material obtained after defeating/catching Meowth, used in TM crafting.",https://img.pokemondb.net/s.png
Metagrossite,Hold items,Enables Metagross to Mega Evolve during battle.,https://img.pokemondb.net/sprites/items/metagrossite.png
Metal Alloy,General items,Evolves Duraludon into Archaludon.,https://img.pokemondb.net/s.png
Metal Coat,Hold items,Increases the power of Steel-type moves. Evolves Onix and Scyther when traded holding the item.,https://img.pokemondb.net/sprites/items/metal-coat.png
Metal Powder,Hold items,Increases Defense when held by Ditto.,https://img.pokemondb.net/sprites/items/metal-powder.png
Metronome,Hold items,Increases the power of moves used consecutively.,https://img.pokemondb.net/sprites/items/metronome.png
Mewnium Z,Hold items,"Allows Mew to upgrade Psychic to a Z-Move, Genesis Supernova.",https://img.pokemondb.net/sprites/items/mewnium-z.png
Mewtwonite X,Hold items,Enables Mewtwo to Mega Evolve during battle.,https://img.pokemondb.net/sprites/items/mewtwonite-x.png
Mewtwonite Y,Hold items,Enables Mewtwo to Mega Evolve during battle.,https://img.pokemondb.net/sprites/items/mewtwonite-y.png
Micle Berry,Berries,Increases a move's accuracy when HP is low.,https://img.pokemondb.net/sprites/items/micle-berry.png
Mighty Candy,Medicine,Increases a Pokémon's Attack stat by 1.,https://img.pokemondb.net/sprites/items/mighty-candy.png
Mighty Candy L,Medicine,Increases a Pokémon's Attack stat.,https://img.pokemondb.net/sprites/items/mighty-candy-l.png
Mighty Candy XL,Medicine,Increases a Pokémon's Attack stat.,https://img.pokemondb.net/sprites/items/mighty-candy-xl.png
Mild Mint,Battle items,Changes the Pokémon's stats to match the Mild nature.,https://img.pokemondb.net/s.png
Mimikium Z,Hold items,"Allows Mimikyu to upgrade Play Rough to a Z-Move, Let's Snuggle Forever.",https://img.pokemondb.net/sprites/items/mimikium-z.png
Mimikyu Scrap,General items,"Material obtained after defeating/catching Mimikyu, used in TM crafting.",https://img.pokemondb.net/s.png
Mind Plate,Hold items,Increases power of Psychic-type moves. Changes Arceus' type to Psychic.,https://img.pokemondb.net/sprites/items/mind-plate.png
Mint Tablecloth,,"A light mint-colored tablecloth. It’s smooth and pleasant to the touch, and dishes can be placed on it with hardly a sound.",https://img.pokemondb.net/s.png
Miracle Seed,Hold items,Increases the power of Grass-type moves.,https://img.pokemondb.net/sprites/items/miracle-seed.png
Miraidon's Poké Ball,,A Poké Ball that can hold the mysterious Pokémon known as Miraidon. A boy named Arven gave it to you.,https://img.pokemondb.net/s.png
Mirror Herb,Hold items,Copies an opponent's stat increases when consumed.,https://img.pokemondb.net/s.png
Misdreavus Tears,General items,"Material obtained after defeating/catching Misdreavus, used in TM crafting.",https://img.pokemondb.net/s.png
Misty Seed,Hold items,An item to be held by a Pokémon. It boosts Sp. Def on Misty Terrain. It can only be used once.,https://img.pokemondb.net/sprites/items/misty-seed.png
Mixed Mushrooms,General items,One of the many ingredients that can be used for cooking at your camp. The chewy texture of the mushrooms transforms any dish they’re added to.,https://img.pokemondb.net/s.png
Modest Mint,Battle items,Changes the Pokémon's stats to match the Modest nature.,https://img.pokemondb.net/s.png
Monstrous Tablecloth,,A tablecloth designed by the Pewter Museum of Science. The academic air of the pattern is a big hit with kids and adults alike.,https://img.pokemondb.net/s.png
Moomoo Cheese,General items,One of the many ingredients that can be used for cooking at your camp. Melted cheese can really give a curry some richness.,https://img.pokemondb.net/s.png
Moomoo Milk,Medicine,Restores 100 HP.,https://img.pokemondb.net/sprites/items/moomoo-milk.png
Moon Ball,Pokeballs,A Poké Ball for catching Pokémon that evolve using the Moon Stone.,https://img.pokemondb.net/sprites/items/moon-ball.png
Moon Stone,General items,Evolves certain species of Pokémon.,https://img.pokemondb.net/sprites/items/moon-stone.png
Mudbray Mud,General items,"Material obtained after defeating/catching Mudbray, used in TM crafting.",https://img.pokemondb.net/s.png
Murkrow Bauble,General items,"Material obtained after defeating/catching Murkrow, used in TM crafting.",https://img.pokemondb.net/s.png
Muscle Band,Hold items,Increases the power of Physical-category moves.,https://img.pokemondb.net/sprites/items/muscle-band.png
Muscle Feather,Medicine,Increases Attack EVs by 1.,https://img.pokemondb.net/sprites/items/muscle-feather.png
Muscle Mochi,Medicine,Increases Attack EVs.,https://img.pokemondb.net/s.png
Mushroom Cake,General items,,https://img.pokemondb.net/s.png
Mustard,,A very spicy condiment that’s indispensable when bread is on the table. It pairs tremendously with ketchup.,https://img.pokemondb.net/s.png
Mysterious Shard L,,"A large shard that emanates an enigmatic power. Inside the shard, you can see a pattern that looks like Ramanas roses.",https://img.pokemondb.net/s.png
Mysterious Shard S,,"A small shard that emanates an enigmatic power. Inside the shard, you can see a pattern that looks like Ramanas roses.",https://img.pokemondb.net/s.png
Mystic Water,Hold items,Increases the power of Water-type moves.,https://img.pokemondb.net/sprites/items/mystic-water.png
Nacli Salt,General items,"Material obtained after defeating/catching Nacli, used in TM crafting.",https://img.pokemondb.net/s.png
Naive Mint,Battle items,Changes the Pokémon's stats to match the Naive nature.,https://img.pokemondb.net/s.png
Nanab Berry,Berries,"A Berry to be used in cooking. Calms a Pokémon in battle, in Let's Go Pikachu/Eevee.",https://img.pokemondb.net/sprites/items/nanab-berry.png
Naughty Mint,Battle items,Changes the Pokémon's stats to match the Naughty nature.,https://img.pokemondb.net/s.png
Nest Ball,Pokeballs,Catches lower level wild Pokémon with a higher rate (up to 4x for level 1).,https://img.pokemondb.net/sprites/items/nest-ball.png
Net Ball,Pokeballs,Catches Water- and Bug-type Pokémon with 3.5x the rate of a standard Poké Ball.,https://img.pokemondb.net/sprites/items/net-ball.png
Never-Melt Ice,Hold items,Increases the power of Ice-type moves.,https://img.pokemondb.net/sprites/items/never-melt-ice.png
Noibat Fur,General items,"Material obtained after defeating/catching Noibat, used in TM crafting.",https://img.pokemondb.net/s.png
Nomel Berry,Berries,A Berry which is very rare in the Unova region. A maniac will buy it for a high price.,https://img.pokemondb.net/sprites/items/nomel-berry.png
Noodles,,A nice salty ingredient. It’s unclear how well these boiled noodles will serve as a sandwich filling.,https://img.pokemondb.net/s.png
Normal Gem,Hold items,Increases the power of a Normal-type move only once.,https://img.pokemondb.net/sprites/items/normal-gem.png
Normal Tera Shard,,Changes a Pokémon's Tera Type to Normal.,https://img.pokemondb.net/s.png
Normalium Z,Hold items,"Allows the use of Breakneck Blitz, the Normal type Z-Move.",https://img.pokemondb.net/sprites/items/normalium-z.png
Nugget,General items,A nugget of pure gold that gives off a lustrous gleam. It can be sold at a high price to shops.,https://img.pokemondb.net/sprites/items/nugget.png
Numel Lava,General items,"Material obtained after defeating/catching Numel, used in TM crafting.",https://img.pokemondb.net/s.png
Nymble Claw,General items,"Material obtained after defeating/catching Nymble, used in TM crafting.",https://img.pokemondb.net/s.png
Occa Berry,Berries,Weakens a supereffective Fire-type attack against the holding Pokémon.,https://img.pokemondb.net/sprites/items/occa-berry.png
Oceanic Slate,,A slate overflowing with enigmatic energy. You can feel a strong connection between it and the Oceanic Room at Ramanas Park.,https://img.pokemondb.net/s.png
Odd Incense,Hold items,Increases the power of Psychic-type moves. Breeding Mr. Mime produces Mime Jr. when held.,https://img.pokemondb.net/sprites/items/odd-incense.png
Odd Keystone,General items,A vital item that is needed to keep a stone tower from collapsing. Voices can be heard from it occasionally.,https://img.pokemondb.net/sprites/items/odd-keystone.png
Old Amber,General items,A piece of amber that contains the genetic material of an ancient Pokémon. It is clear with a reddish tint.,https://img.pokemondb.net/sprites/items/old-amber.png
Old Gateau,Medicine,Heals all major status conditions.,https://img.pokemondb.net/sprites/items/old-gateau.png
Olive Oil,,A condiment offering faint notes of sour and bitter flavors. The most prized varieties are the ones Smoliv love the smell of—such oils’ quality is assured.,https://img.pokemondb.net/s.png
Onion,,This spicy veggie is indispensable to many sandwiches. It goes well with rich ingredients.,https://img.pokemondb.net/s.png
Oran Berry,Berries,"If held by a Pokémon, it heals the user by just 10 HP.",https://img.pokemondb.net/sprites/items/oran-berry.png
Orange Dish,,A dish for picnics. Comes in plenty of colors to choose from based on the food or the mood. The orange variety is the most popular of all.,https://img.pokemondb.net/s.png
Oranguru Fur,General items,"Material obtained after defeating/catching Oranguru, used in TM crafting.",https://img.pokemondb.net/s.png
Oricorio Feather,General items,"Material obtained after defeating/catching Oricorio, used in TM crafting.",https://img.pokemondb.net/s.png
Origin Ball,Pokeballs,,https://img.pokemondb.net/s.png
Origin Ore,General items,,https://img.pokemondb.net/s.png
Orthworm Tarnish,General items,"Material obtained after defeating/catching Orthworm, used in TM crafting.",https://img.pokemondb.net/s.png
